,x,y,time,ard
1891,[54280 54590 63946],[50627 59730 59792],1510687956043,['0.0827' '0.5825' '1.2000' '1.7000\n']
1892,[54281 54586 63946],[50628 59727 59791],1510687956045,['0.0823' '0.5826' '1.2000' '1.7000\n']
1893,[54280 54586 63938],[50627 59726 59789],1510687956059,['0.0820' '0.5825' '1.2000' '1.7000\n']
1894,[54281 54588 63946],[50627 59729 59791],1510687956073,['0.0817' '0.5825' '1.2000' '1.7000\n']
1895,[54281 54581 63945],[50627 59724 59791],1510687956074,['0.0814' '0.5824' '1.2000' '1.7000\n']
1896,[54281 54586 63939],[50629 59728 59789],1510687956089,['0.0811' '0.5821' '1.2000' '1.7000\n']
1897,[54280 54587 63938],[50628 59727 59789],1510687956105,['0.0807' '0.5825' '1.2000' '1.7000\n']
1898,[54280 54587 63939],[50629 59726 59789],1510687956106,['0.0804' '0.5824' '1.2000' '1.7000\n']
1899,[54281 54585 63938],[50627 59727 59789],1510687956121,['0.0801' '0.5825' '1.2000' '1.7000\n']
1900,[54281 54585 63939],[50627 59727 59789],1510687956122,['0.0801' '0.5825' '1.2000' '1.7000\n']
1901,[54282 54587 63938],[50627 59727 59790],1510687956137,['0.0794' '0.5824' '1.2000' '1.7000\n']
1902,[54281 54586 63939],[50627 59729 59789],1510687956155,['0.0791' '0.5825' '1.2000' '1.7000\n']
1903,[54280 54586 63946],[50627 59728 59791],1510687956156,['0.0788' '0.5824' '1.2000' '1.7000\n']
1904,[54281 54587 63946],[50628 59726 59791],1510687956169,['0.0788' '0.5825' '1.2000' '1.7000\n']
1905,[54280 54587 63946],[50627 59727 59791],1510687956185,['0.0781' '0.5825' '1.2000' '1.7000\n']
1906,[54280 54586 63939],[50625 59726 59789],1510687956186,['0.0778' '0.5825' '1.2000' '1.7000\n']
1907,[54280 54588 63939],[50626 59727 59789],1510687956201,['0.0775' '0.5825' '1.2000' '1.7000\n']
1908,[54280 54581 63946],[50627 59724 59791],1510687956202,['0.0775' '0.5825' '1.2000' '1.7000\n']
1909,[54280 54587 63946],[50627 59728 59791],1510687956217,['0.0771' '0.5825' '1.2000' '1.7000\n']
1910,[54281 54587 63938],[50627 59728 59789],1510687956233,['0.0765' '0.5825' '1.2000' '1.7000\n']
1911,[54280 54587 63938],[50627 59727 59789],1510687956234,['0.0765' '0.5826' '1.2000' '1.7000\n']
1912,[54280 54587 63938],[50626 59728 59789],1510687956249,['0.0758' '0.5825' '1.2000' '1.7000\n']
1913,[54281 54587 63946],[50627 59728 59791],1510687956265,['0.0758' '0.5825' '1.2000' '1.7000\n']
1914,[54272 54575 63946],[50628 59717 59791],1510687956266,['0.0752' '0.5825' '1.2000' '1.7000\n']
1915,[54280 54580 63946],[50627 59723 59791],1510687956281,['0.0748' '0.5825' '1.2000' '1.7000\n']
1916,[54281 54587 63938],[50627 59727 59789],1510687956282,['0.0748' '0.5825' '1.2000' '1.7000\n']
1917,[54280 54586 63946],[50627 59728 59791],1510687956297,['0.0745' '0.5825' '1.2000' '1.7000\n']
1918,[54281 54587 63946],[50627 59726 59791],1510687956313,['0.0742' '0.5825' '1.2000' '1.7000\n']
1919,[54280 54581 63945],[50627 59724 59791],1510687956313,['0.0738' '0.5825' '1.2000' '1.7000\n']
1920,[54282 54586 63947],[50626 59728 59792],1510687956329,['0.0735' '0.5825' '2.5000' '3.0000\n']
1921,[54280 54587 63945],[50626 59726 59791],1510687956345,['0.0732' '0.5825' '2.5000' '3.0000\n']
1922,[54279 54586 63939],[50626 59727 59788],1510687956346,['0.0729' '0.5825' '2.5000' '3.0000\n']
1923,[54280 54582 63947],[50626 59725 59791],1510687956361,['0.0726' '0.5825' '2.5000' '3.0000\n']
1924,[54280 54587 63946],[50628 59726 59791],1510687956361,['0.0722' '0.5824' '2.5000' '3.0000\n']
1925,[54281 54585 63946],[50626 59728 59791],1510687956377,['0.0719' '0.5822' '2.5000' '3.0000\n']
1926,[54280 54587 63938],[50627 59727 59789],1510687956393,['0.0716' '0.5825' '2.5000' '3.0000\n']
1927,[54282 54586 63946],[50626 59726 59791],1510687956394,['0.0713' '0.5824' '2.5000' '3.0000\n']
1928,[54279 54587 63946],[50627 59726 59791],1510687956409,['0.0709' '0.5825' '2.5000' '3.0000\n']
1929,[54281 54585 63937],[50627 59728 59789],1510687956425,['0.0706' '0.5822' '2.5000' '3.0000\n']
1930,[54281 54587 63946],[50627 59726 59791],1510687956425,['0.0706' '0.5825' '2.5000' '3.0000\n']
1931,[54279 54582 63946],[50626 59723 59791],1510687956441,['0.0699' '0.5824' '2.5000' '3.0000\n']
1932,[54280 54587 63938],[50627 59728 59789],1510687956442,['0.0696' '0.5824' '2.5000' '3.0000\n']
1933,[54281 54586 63946],[50626 59728 59791],1510687956457,['0.0696' '0.5825' '2.5000' '3.0000\n']
1934,[54280 54588 63939],[50628 59727 59789],1510687956473,['0.0693' '0.5825' '2.5000' '3.0000\n']
1935,[54280 54588 63946],[50626 59727 59791],1510687956473,['0.0686' '0.5825' '2.5000' '3.0000\n']
1936,[54279 54585 63946],[50627 59728 59791],1510687956489,['0.0683' '0.5822' '2.5000' '3.0000\n']
1937,[54280 54586 63946],[50626 59726 59791],1510687956505,['0.0683' '0.5825' '2.5000' '3.0000\n']
1938,[54280 54585 63938],[50627 59727 59789],1510687956505,['0.0680' '0.5825' '2.5000' '3.0000\n']
1939,[54280 54587 63946],[50627 59728 59792],1510687956521,['0.0677' '0.5824' '2.5000' '3.0000\n']
1940,[54280 54585 63938],[50627 59727 59789],1510687956522,['0.0679' '0.5826' '2.5000' '3.0000\n']
1941,[54281 54588 63938],[50627 59727 59788],1510687956537,['0.0679' '0.5826' '2.5000' '3.0000\n']
1942,[54280 54587 63946],[50626 59729 59792],1510687956553,['0.0679' '0.5823' '2.5000' '3.0000\n']
1943,[54280 54586 63946],[50627 59727 59791],1510687956553,['0.0678' '0.5823' '2.5000' '3.0000\n']
1944,[54273 54587 63946],[50628 59726 59791],1510687956569,['0.0679' '0.5826' '2.5000' '3.0000\n']
1945,[54280 54580 63947],[50627 59724 59792],1510687956585,['0.0679' '0.5826' '1.2000' '1.7000\n']
1946,[54280 54580 63946],[50627 59723 59791],1510687956585,['0.0679' '0.5823' '1.2000' '1.7000\n']
