,ard,time
0,"1.3444,1.8406,0
",0.996000051498
1,"1.4530,1.9499,0
",1.00600004196
2,"1.5593,2.0526,0
",1.01600003242
3,"1.6618,2.1537,0
",1.02600002289
4,"1.7554,2.2565,0
",1.03600001335
5,"1.8474,2.3609,0
",1.04600000381
6,"1.9397,2.4666,0
",1.05599999428
7,"2.0348,2.5743,0
",1.06599998474
8,"2.1357,2.6829,0
",1.0759999752
9,"2.2388,2.7968,0
",1.08599996567
10,"2.3494,2.9130,0
",1.09599995613
11,"2.4597,3.0253,0
",1.10599994659
12,"2.5473,3.0708,0
",1.11599993706
13,"2.5503,3.0719,0
",1.12599992752
14,"2.4858,2.9884,0
",1.13599991798
15,"2.4400,2.9192,0
",1.14599990845
16,"2.4583,2.9254,0
",1.15599989891
17,"2.5241,2.9920,0
",1.16599988937
18,"2.5702,3.0441,0
",1.17599987984
19,"2.5532,3.0407,0
",1.1859998703
20,"2.4875,2.9872,0
",1.19599986076
21,"2.3752,2.8874,0
",1.20599985123
22,"2.1160,2.6247,0
",1.21599984169
23,"1.8106,2.3301,0
",1.22599983215
24,"1.5316,2.0693,0
",1.23599982262
25,"1.3533,1.9129,0
",1.2460000515
26,"1.2950,1.8622,0
",1.25600004196
27,"1.2966,1.8609,0
",1.26600003242
28,"1.3090,1.8730,0
",1.27600002289
29,"1.3120,1.8667,0
",1.28600001335
30,"1.3087,1.8343,0
",1.29600000381
31,"1.2906,1.8006,0
",1.30599999428
32,"1.2737,1.7715,0
",1.31599998474
33,"1.2550,1.7548,0
",1.3259999752
34,"1.2459,1.7457,0
",1.33599996567
35,"1.2445,1.7394,0
",1.34599995613
36,"1.2432,1.7332,0
",1.35599994659
37,"1.2429,1.7257,0
",1.36599993706
38,"1.2400,1.7195,0
",1.37599992752
39,"1.2324,1.7165,0
",1.38599991798
40,"1.2275,1.7136,0
",1.39599990845
41,"1.0927,1.5830,0
",1.40599989891
42,"0.7661,1.3376,0
",1.41599988937
43,"0.4434,1.0565,0
",1.42599987984
44,"0.1875,0.8866,0
",1.4359998703
45,"0.1872,0.9203,0
",1.44599986076
46,"0.3498,1.0535,0
",1.45599985123
47,"0.5236,1.1825,0
",1.46599984169
48,"0.6630,1.2836,0
",1.47599983215
49,"0.7784,1.3638,0
",1.48599982262
50,"0.8519,1.4154,0
",1.4960000515
51,"0.9500,1.5044,0
",1.50600004196
52,"1.0204,1.5673,0
",1.51600003242
53,"1.1202,1.6550,0
",1.52600002289
54,"1.2200,1.7470,0
",1.53600001335
