,x,y,time,ard
116,[61169 61262],[58207 60601],1509856412500,['-0.3202' '1.9054' '-1.9225' '1.2000' '1.7000' '-1.7792\n']
117,[61170 61263],[58208 60602],1509856412500,['-0.3206' '1.8559' '-1.8917' '1.2000' '1.7000' '-1.7792\n']
118,[61168 61262],[58208 60601],1509856412538,['-0.3206' '1.8117' '-1.8719' '1.2000' '1.7000' '-1.7792\n']
119,[61171 61262],[58207 60602],1509856412539,['-0.3206' '1.7810' '-1.8619' '1.2000' '1.7000' '-1.7792\n']
120,[61169 61263],[58209 60602],1509856412540,['-0.3206' '1.7623' '-1.8558' '1.2000' '1.7000' '-1.7792\n']
121,[61168 61263],[58209 60601],1509856412540,['-0.3206' '1.7532' '-1.8527' '1.2000' '1.7000' '-1.7792\n']
122,[61168 61263],[58208 60602],1509856412579,['-0.3206' '1.7502' '-1.8481' '1.2000' '1.7000' '-1.7792\n']
123,[61168 61262],[58208 60602],1509856412581,['-0.3203' '1.7515' '-1.8427' '1.2000' '1.7000' '-1.7792\n']
124,[61170 61263],[58207 60602],1509856412582,['-0.3206' '1.7532' '-1.8388' '1.2000' '1.7000' '-1.7792\n']
125,[61170 61263],[58208 60602],1509856412584,['-0.3203' '1.7532' '-1.8381' '1.2000' '1.7000' '-1.7792\n']
126,[61171 61263],[58207 60602],1509856412627,['-0.3206' '1.7532' '-1.8382' '1.2000' '1.7000' '-1.7792\n']
127,[61170 61263],[58207 60602],1509856412629,['-0.3206' '1.7532' '-1.8435' '1.2000' '1.7000' '-1.7792\n']
128,[61168 61262],[58208 60602],1509856412630,['-0.3206' '1.7503' '-1.8450' '1.2000' '1.7000' '-1.7792\n']
129,[61170 61264],[58207 60600],1509856412635,['-0.3206' '1.7457' '-1.8427' '1.2000' '1.7000' '-1.7792\n']
130,[61169 61263],[58209 60601],1509856412659,['-0.3206' '1.7411' '-1.8380' '1.2000' '1.7000' '-1.7792\n']
131,[61168 61263],[58207 60602],1509856412660,['-0.3203' '1.7411' '-1.8365' '1.2000' '1.7000' '-1.7792\n']
132,[61169 61263],[58208 60601],1509856412661,['-0.3206' '1.7378' '-1.8365' '1.2000' '1.7000' '-1.7792\n']
133,[61171 61263],[58208 60602],1509856412661,['-0.3206' '1.7379' '-1.8336' '1.2000' '1.7000' '-1.7792\n']
134,[61170 61263],[58208 60602],1509856412698,['-0.3206' '1.7365' '-1.8280' '1.2000' '1.7000' '-1.7792\n']
135,[61170 61263],[58208 60602],1509856412699,['-0.3203' '1.7365' '-1.8205' '1.2000' '1.7000' '-1.7792\n']
136,[61170 61262],[58207 60602],1509856412700,['-0.3206' '1.7361' '-1.8152' '1.2000' '1.7000' '-1.7792\n']
137,[61169 61262],[58208 60602],1509856412700,['-0.3206' '1.7365' '-1.8136' '1.2000' '1.7000' '-1.7792\n']
138,[61171 61263],[58207 60602],1509856412739,['-0.3206' '1.7365' '-1.8136' '1.2000' '1.7000' '-1.7792\n']
139,[61169 61263],[58208 60603],1509856412740,['-0.3202' '1.7362' '-1.8127' '1.2000' '1.7000' '-1.7792\n']
140,[61169 61262],[58207 60602],1509856412740,['-0.3206' '1.7365' '-1.8128' '1.2000' '1.7000' '-1.7792\n']
141,[61168 61263],[58208 60602],1509856412741,['-0.3206' '1.7378' '-1.8128' '1.2000' '1.7000' '-1.7792\n']
142,[61169 61263],[58207 60601],1509856412778,['-0.3206' '1.7378' '-1.8136' '1.2000' '1.7000' '-1.7792\n']
143,[61167 61262],[58209 60602],1509856412779,['-0.3206' '1.7381' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
144,[61168 61263],[58208 60602],1509856412780,['-0.3206' '1.7378' '-1.8205' '1.2000' '1.7000' '-1.7792\n']
145,[61169 61263],[58208 60603],1509856412780,['-0.3206' '1.7378' '-1.8220' '1.2000' '1.7000' '-1.7792\n']
146,[61172 61262],[58207 60602],1509856412818,['-0.3206' '1.7378' '-1.8219' '1.2000' '1.7000' '-1.7792\n']
147,[61170 61263],[58208 60602],1509856412819,['-0.3206' '1.7378' '-1.8227' '1.2000' '1.7000' '-1.7792\n']
148,[61170 61263],[58208 60601],1509856412820,['-0.3206' '1.7378' '-1.8234' '1.2000' '1.7000' '-1.7792\n']
149,[61168 61263],[58208 60602],1509856412820,['-0.3206' '1.7378' '-1.8234' '1.2000' '1.7000' '-1.7792\n']
150,[61172 61263],[58208 60602],1509856412859,['-0.3206' '1.7378' '-1.8234' '1.2000' '1.7000' '-1.7792\n']
151,[61170 61263],[58207 60602],1509856412861,['-0.3206' '1.7381' '-1.8234' '1.2000' '1.7000' '-1.7792\n']
152,[61168 61262],[58208 60602],1509856412862,['-0.3206' '1.7382' '-1.8220' '1.2000' '1.7000' '-1.7792\n']
153,[61170 61262],[58207 60602],1509856412868,['-0.3206' '1.7378' '-1.8213' '1.2000' '1.7000' '-1.7792\n']
154,[61170 61263],[58207 60602],1509856412906,['-0.3203' '1.7378' '-1.8213' '1.2000' '1.7000' '-1.7792\n']
155,[61168 61262],[58207 60602],1509856412907,['-0.3206' '1.7377' '-1.8205' '1.2000' '1.7000' '-1.7792\n']
156,[61168 61262],[58208 60602],1509856412908,['-0.3203' '1.7378' '-1.8181' '1.2000' '1.7000' '-1.7792\n']
157,[61170 61263],[58208 60601],1509856412908,['-0.3206' '1.7378' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
158,[61169 61262],[58208 60601],1509856412939,['-0.3206' '1.7378' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
159,[61167 61262],[58209 60602],1509856412941,['-0.3206' '1.7381' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
160,[61170 61263],[58208 60601],1509856412942,['-0.3206' '1.7378' '-1.8166' '1.2000' '1.7000' '-1.7792\n']
161,[61170 61262],[58208 60602],1509856412955,['-0.3206' '1.7378' '-1.8165' '1.2000' '1.7000' '-1.7792\n']
162,[61169 61263],[58208 60601],1509856412978,['-0.3203' '1.7382' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
163,[61168 61263],[58208 60602],1509856412979,['-0.3206' '1.7378' '-1.8174' '1.2000' '1.7000' '-1.7792\n']
164,[61169 61263],[58209 60602],1509856412982,['-0.3202' '1.7378' '-1.8180' '1.2000' '1.7000' '-1.7792\n']
165,[61170 61263],[58207 60602],1509856412983,['-0.3206' '1.7378' '-1.8188' '1.2000' '1.7000' '-1.7792\n']
166,[61167 61263],[58208 60602],1509856413018,['-0.3202' '1.7378' '-1.8197' '1.2000' '1.7000' '-1.7792\n']
167,[61169 61262],[58209 60602],1509856413019,['-0.3206' '1.7378' '-1.8197' '1.2000' '1.7000' '-1.7792\n']
168,[61169 61263],[58207 60602],1509856413019,['-0.3206' '1.7378' '-1.8205' '1.2000' '1.7000' '-1.7792\n']
169,[61169 61263],[58207 60601],1509856413020,['-0.3206' '1.7378' '-1.8205' '1.2000' '1.7000' '-1.7792\n']
170,[61170 61262],[58207 60602],1509856413058,['-0.3206' '1.7382' '-1.8204' '1.2000' '1.7000' '-1.7792\n']
171,[61169 61262],[58207 60602],1509856413059,['-0.3203' '1.7378' '-1.8205' '1.2000' '1.7000' '-1.7792\n']
172,[61167 61263],[58208 60601],1509856413060,['-0.3206' '1.7382' '-1.8204' '1.2000' '1.7000' '-1.7792\n']
173,[61170 61262],[58208 60602],1509856413060,['-0.3206' '1.7377' '-1.8198' '1.2000' '1.7000' '-1.7792\n']
174,[61169 61262],[58208 60602],1509856413106,['-0.3206' '1.7378' '-1.8197' '1.2000' '1.7000' '-1.7792\n']
175,[61168 61262],[58207 60602],1509856413107,['-0.3206' '1.7378' '-1.8196' '1.2000' '1.7000' '-1.7792\n']
