,x,y,time,ard
255,[50266 50583 61485],[50472 61035 61239],1509850217484,[ 0.0108  0.6381  1.2     1.7   ]
256,[50265 50584 61486],[50473 61035 61239],1509850217500,[ 0.0111  0.6382  1.2     1.7   ]
257,[50265 50591 61485],[50473 61042 61240],1509850217501,[ 0.0108  0.6378  1.2     1.7   ]
258,[50265 50592 61486],[50473 61042 61240],1509850217516,[ 0.0108  0.6378  1.2     1.7   ]
259,[50266 50590 61484],[50474 61043 61240],1509850217517,[ 0.0108  0.6378  1.2     1.7   ]
260,[50264 50582 61486],[50473 61035 61239],1509850217533,[ 0.0111  0.6378  2.5     3.    ]
261,[50264 50583 61486],[50472 61036 61239],1509850217548,[ 0.0111  0.6378  2.5     3.    ]
262,[50264 50600 61485],[50473 61046 61240],1509850217549,[ 0.0111  0.6378  2.5     3.    ]
263,[50265 50582 61485],[50474 61034 61240],1509850217564,[ 0.0108  0.6381  2.5     3.    ]
264,[50265 50590 61487],[50473 61043 61239],1509850217580,[ 0.0111  0.6381  2.5     3.    ]
265,[50266 50581 61485],[50474 61036 61240],1509850217581,[ 0.0111  0.6377  2.5     3.    ]
266,[50266 50581 61485],[50473 61035 61240],1509850217596,[ 0.0108  0.6382  2.5     3.    ]
267,[50264 50591 61485],[50474 61042 61239],1509850217597,[ 0.0111  0.6378  2.5     3.    ]
268,[50264 50590 61480],[50473 61042 61238],1509850217612,[ 0.0111  0.6381  2.5     3.    ]
