,x,y,time
124,[65352 65688 77799],[68327 55668 68919],1509230485335
125,[65345 65688 77800],[68332 55668 68919],1509230485345
126,[65352 65689 77800],[68327 55668 68918],1509230485354
127,[65351 65689 77800],[68327 55668 68918],1509230485364
128,[65343 65688 77799],[68333 55668 68918],1509230485375
129,[65342 65689 77800],[68331 55668 68917],1509230485385
130,[65352 65689 77801],[68326 55667 68918],1509230485395
131,[65352 65688 77799],[68327 55668 68918],1509230485404
132,[65352 65688 77800],[68326 55668 68918],1509230485415
133,[65344 65688 77799],[68332 55668 68918],1509230485425
134,[65343 65688 77800],[68331 55668 68918],1509230485435
135,[65351 65688 77800],[68326 55667 68918],1509230485444
136,[65344 65688 77800],[68332 55668 68919],1509230485454
137,[65354 65688 77800],[68326 55668 68918],1509230485464
138,[65344 65689 77800],[68331 55668 68919],1509230485474
139,[65353 65688 77801],[68328 55667 68919],1509230485484
140,[65342 65688 77801],[68331 55668 68919],1509230485494
141,[65342 65689 77799],[68332 55667 68918],1509230485504
142,[65351 65688 77800],[68327 55668 68918],1509230485514
143,[65355 65688 77799],[68326 55668 68919],1509230485525
144,[65353 65688 77800],[68325 55667 68919],1509230485535
145,[65353 65689 77800],[68327 55668 68918],1509230485544
146,[65346 65689 77800],[68331 55668 68919],1509230485554
147,[65350 65688 77799],[68327 55668 68919],1509230485564
148,[65346 65688 77799],[68332 55667 68919],1509230485574
149,[65352 65688 77801],[68326 55667 68917],1509230485584
150,[65345 65689 77800],[68331 55668 68918],1509230485595
151,[65343 65688 77799],[68331 55668 68918],1509230485604
152,[65352 65688 77799],[68326 55668 68918],1509230485615
153,[65345 65688 77800],[68332 55667 68918],1509230485624
154,[65345 65688 77800],[68332 55668 68918],1509230485634
155,[65342 65688 77799],[68332 55667 68918],1509230485644
156,[65351 65688 77800],[68327 55668 68918],1509230485654
157,[65353 65688 77800],[68326 55667 68919],1509230485664
158,[65351 65688 77799],[68327 55667 68918],1509230485675
159,[65345 65689 77800],[68331 55667 68918],1509230485685
160,[65353 65688 77800],[68326 55668 68918],1509230485695
161,[65352 65687 77800],[68326 55667 68919],1509230485705
162,[65345 65688 77800],[68331 55668 68918],1509230485714
163,[65345 65687 77800],[68332 55668 68919],1509230485724
164,[65346 65688 77800],[68331 55668 68918],1509230485734
165,[65353 65688 77800],[68327 55668 68919],1509230485745
166,[65343 65688 77800],[68331 55667 68919],1509230485754
167,[65345 65688 77800],[68330 55668 68919],1509230485765
168,[65345 65689 77800],[68331 55668 68918],1509230485774
169,[65353 65688 77800],[68327 55668 68918],1509230485785
170,[65352 65689 77799],[68327 55668 68918],1509230485794
171,[65342 65688 77801],[68333 55668 68919],1509230485804
172,[65345 65688 77800],[68333 55668 68918],1509230485814
173,[65351 65688 77800],[68326 55668 68919],1509230485824
174,[65343 65688 77800],[68332 55668 68919],1509230485835
175,[65344 65687 77799],[68334 55668 68919],1509230485844
176,[65345 65688 77800],[68332 55668 68918],1509230485854
177,[65352 65688 77799],[68327 55668 68918],1509230485865
178,[65345 65688 77799],[68330 55667 68918],1509230485875
179,[65344 65689 77800],[68331 55668 68917],1509230485885
180,[65342 65688 77799],[68330 55668 68918],1509230485895
181,[65351 65688 77800],[68327 55667 68917],1509230485905
182,[65344 65688 77800],[68331 55668 68918],1509230485915
183,[65353 65688 77800],[68327 55668 68918],1509230485924
184,[65344 65688 77799],[68333 55668 68918],1509230485934
185,[65353 65688 77799],[68327 55667 68917],1509230485944
186,[65351 65688 77800],[68326 55667 68918],1509230485955
187,[65352 65688 77801],[68327 55668 68918],1509230485965
188,[65354 65689 77800],[68327 55668 68918],1509230485974
189,[65351 65689 77800],[68327 55668 68918],1509230485985
190,[65341 65688 77800],[68330 55667 68918],1509230485995
191,[65344 65688 77800],[68331 55668 68918],1509230486005
192,[65345 65689 77800],[68332 55668 68918],1509230486015
193,[65346 65688 77800],[68332 55667 68917],1509230486025
194,[65343 65687 77800],[68331 55667 68918],1509230486035
195,[65345 65688 77801],[68331 55668 68918],1509230486045
196,[65352 65688 77799],[68326 55667 68918],1509230486055
197,[65352 65688 77799],[68326 55668 68918],1509230486065
198,[65343 65688 77800],[68331 55668 68918],1509230486074
199,[65346 65688 77800],[68332 55668 68918],1509230486084
200,[65351 65688 77800],[68327 55668 68917],1509230486094
201,[65344 65689 77800],[68330 55668 68918],1509230486105
202,[65351 65688 77799],[68327 55668 68918],1509230486115
203,[65351 65689 77800],[68328 55668 68918],1509230486125
204,[65352 65688 77801],[68327 55667 68919],1509230486134
205,[65350 65688 77800],[68325 55667 68918],1509230486144
206,[65344 65688 77800],[68332 55667 68918],1509230486155
207,[65344 65688 77800],[68330 55667 68918],1509230486165
208,[65351 65689 77800],[68326 55667 68918],1509230486174
209,[65353 65689 77801],[68325 55667 68918],1509230486184
210,[65344 65688 77799],[68331 55668 68918],1509230486195
211,[65354 65687 77801],[68326 55668 68918],1509230486204
212,[65345 65689 77801],[68331 55668 68918],1509230486214
213,[65344 65689 77800],[68331 55667 68918],1509230486224
214,[65344 65689 77800],[68330 55668 68917],1509230486235
215,[65344 65687 77798],[68331 55667 68918],1509230486244
216,[65344 65688 77800],[68331 55667 68918],1509230486254
217,[65344 65688 77800],[68333 55667 68918],1509230486265
218,[65344 65688 77800],[68331 55668 68919],1509230486274
219,[65345 65689 77800],[68333 55667 68919],1509230486284
220,[65351 65689 77801],[68327 55668 68918],1509230486294
221,[65346 65688 77801],[68332 55668 68918],1509230486304
222,[65347 65688 77799],[68333 55668 68917],1509230486314
223,[65344 65688 77800],[68331 55667 68919],1509230486325
224,[65342 65689 77800],[68332 55667 68918],1509230486334
225,[65352 65689 77799],[68327 55667 68918],1509230486344
226,[65343 65688 77799],[68331 55668 68919],1509230486354
227,[65344 65688 77800],[68331 55668 68919],1509230486364
228,[65345 65688 77800],[68331 55668 68918],1509230486374
229,[65344 65688 77800],[68332 55667 68918],1509230486384
230,[65344 65688 77801],[68332 55667 68918],1509230486394
231,[65351 65689 77800],[68326 55668 68918],1509230486404
232,[65353 65689 77800],[68328 55668 68918],1509230486414
233,[65344 65688 77800],[68332 55668 68917],1509230486425
234,[65343 65688 77800],[68332 55668 68918],1509230486435
235,[65346 65688 77800],[68331 55668 68919],1509230486444
236,[65352 65688 77799],[68327 55668 68919],1509230486456
237,[65343 65689 77801],[68333 55667 68917],1509230486464
238,[65343 65689 77799],[68331 55668 68918],1509230486474
239,[65342 65688 77801],[68333 55668 68917],1509230486484
240,[65344 65688 77799],[68331 55668 68918],1509230486494
241,[65350 65688 77799],[68327 55667 68918],1509230486505
242,[65352 65688 77800],[68327 55667 68918],1509230486515
243,[65344 65687 77801],[68331 55668 68918],1509230486524
244,[65351 65688 77800],[68327 55668 68919],1509230486534
245,[65345 65689 77800],[68331 55667 68919],1509230486545
246,[65351 65688 77801],[68326 55667 68918],1509230486554
247,[65344 65688 77801],[68333 55668 68918],1509230486564
248,[65342 65688 77801],[68331 55668 68917],1509230486575
249,[65351 65688 77800],[68327 55667 68919],1509230486586
250,[65351 65688 77799],[68327 55668 68918],1509230486595
251,[65352 65688 77800],[68326 55667 68919],1509230486604
252,[65351 65688 77800],[68327 55667 68918],1509230486615
253,[65344 65689 77801],[68332 55667 68918],1509230486624
254,[65351 65688 77800],[68327 55668 68919],1509230486634
255,[65345 65688 77801],[68331 55668 68918],1509230486645
256,[65342 65689 77801],[68331 55668 68918],1509230486654
257,[65353 65688 77800],[68327 55668 68918],1509230486664
258,[65352 65688 77801],[68326 55667 68918],1509230486674
259,[65351 65688 77800],[68326 55667 68918],1509230486685
260,[65350 65688 77799],[68325 55668 68918],1509230486694
261,[65343 65687 77800],[68332 55667 68918],1509230486705
262,[65341 65688 77800],[68332 55668 68918],1509230486715
263,[65342 65688 77800],[68332 55668 68918],1509230486724
264,[65344 65688 77800],[68332 55667 68918],1509230486735
265,[65343 65688 77798],[68331 55668 68918],1509230486745
266,[65343 65689 77800],[68331 55667 68918],1509230486754
267,[65352 65688 77800],[68326 55667 68918],1509230486764
268,[65352 65688 77801],[68328 55667 68918],1509230486774
269,[65353 65688 77800],[68327 55668 68919],1509230486785
270,[65351 65688 77800],[68326 55667 68919],1509230486794
271,[65345 65688 77801],[68332 55668 68918],1509230486804
272,[65352 65689 77801],[68326 55667 68917],1509230486814
273,[65345 65689 77800],[68332 55667 68918],1509230486825
274,[65352 65688 77800],[68327 55668 68918],1509230486835
275,[65352 65688 77801],[68326 55667 68918],1509230486845
276,[65342 65689 77800],[68332 55668 68918],1509230486854
277,[65351 65690 77800],[68326 55667 68917],1509230486864
278,[65343 65688 77800],[68332 55668 68918],1509230486874
279,[65344 65687 77799],[68333 55667 68918],1509230486885
280,[65352 65688 77800],[68325 55668 68918],1509230486895
281,[65342 65688 77801],[68331 55667 68919],1509230486905
282,[65352 65688 77800],[68327 55668 68918],1509230486914
283,[65352 65688 77800],[68327 55667 68918],1509230486925
284,[65352 65688 77802],[68326 55668 68918],1509230486934
285,[65345 65687 77800],[68331 55668 68918],1509230486944
286,[65344 65687 77800],[68332 55667 68918],1509230486954
287,[65343 65688 77802],[68332 55667 68919],1509230486964
288,[65343 65688 77799],[68333 55668 68917],1509230486974
289,[65343 65688 77800],[68331 55667 68918],1509230486986
290,[65352 65688 77800],[68327 55668 68918],1509230486996
291,[65351 65687 77800],[68327 55668 68918],1509230487004
292,[65353 65687 77800],[68326 55667 68919],1509230487014
293,[65342 65688 77801],[68332 55667 68918],1509230487024
294,[65344 65687 77800],[68330 55668 68918],1509230487034
295,[65352 65688 77800],[68326 55668 68918],1509230487044
296,[65351 65688 77800],[68327 55667 68918],1509230487055
297,[65343 65688 77801],[68331 55668 68918],1509230487065
298,[65344 65688 77801],[68331 55668 68918],1509230487075
299,[65353 65688 77799],[68326 55668 68919],1509230487084
300,[65352 65689 77799],[68325 55668 68917],1509230487095
301,[65345 65687 77801],[68331 55667 68918],1509230487105
302,[65352 65689 77801],[68327 55668 68919],1509230487115
303,[65351 65688 77800],[68327 55667 68919],1509230487125
304,[65352 65688 77800],[68327 55668 68918],1509230487134
305,[65345 65688 77801],[68331 55668 68918],1509230487144
306,[65342 65688 77799],[68332 55668 68918],1509230487154
307,[65344 65688 77800],[68331 55667 68917],1509230487165
308,[65353 65689 77800],[68326 55667 68918],1509230487176
309,[65344 65688 77801],[68331 55668 68918],1509230487184
310,[65345 65688 77801],[68332 55667 68918],1509230487194
311,[65342 65688 77799],[68332 55667 68918],1509230487204
312,[65353 65688 77799],[68327 55668 68918],1509230487215
313,[65345 65688 77801],[68332 55667 68917],1509230487225
314,[65344 65689 77800],[68330 55668 68918],1509230487235
315,[65353 65689 77801],[68326 55667 68918],1509230487244
316,[65342 65688 77800],[68333 55668 68918],1509230487255
317,[65345 65688 77799],[68331 55667 68919],1509230487265
318,[65344 65688 77801],[68331 55667 68918],1509230487275
319,[65342 65688 77800],[68332 55668 68918],1509230487285
320,[65351 65688 77799],[68326 55667 68917],1509230487295
321,[65352 65689 77800],[68327 55668 68918],1509230487304
322,[65344 65687 77802],[68332 55668 68918],1509230487315
323,[65351 65689 77800],[68326 55667 68918],1509230487325
324,[65344 65688 77800],[68332 55667 68918],1509230487335
325,[65353 65688 77798],[68326 55668 68918],1509230487345
326,[65344 65688 77800],[68331 55668 68918],1509230487354
327,[65353 65688 77799],[68326 55668 68918],1509230487365
328,[65352 65689 77800],[68326 55668 68918],1509230487374
329,[65344 65688 77801],[68331 55667 68918],1509230487385
330,[65351 65688 77800],[68327 55667 68918],1509230487394
331,[65353 65689 77801],[68327 55667 68918],1509230487404
332,[65341 65688 77801],[68332 55668 68918],1509230487415
333,[65352 65688 77801],[68326 55668 68918],1509230487425
334,[65351 65687 77800],[68327 55668 68918],1509230487436
335,[65351 65688 77800],[68326 55668 68919],1509230487445
336,[65352 65687 77801],[68324 55667 68918],1509230487454
337,[65341 65688 77800],[68334 55668 68919],1509230487464
338,[65350 65688 77801],[68327 55668 68918],1509230487474
339,[65353 65689 77799],[68327 55668 68919],1509230487485
340,[65343 65688 77799],[68332 55668 68918],1509230487494
341,[65344 65689 77800],[68332 55668 68919],1509230487505
342,[65344 65689 77800],[68331 55668 68918],1509230487515
343,[65344 65689 77799],[68330 55667 68919],1509230487525
344,[65343 65688 77800],[68332 55668 68918],1509230487535
345,[65351 65688 77801],[68326 55668 68918],1509230487545
346,[65352 65688 77798],[68326 55668 68918],1509230487554
347,[65345 65688 77800],[68331 55668 68918],1509230487565
348,[65353 65688 77799],[68326 55668 68919],1509230487574
349,[65351 65688 77800],[68327 55667 68918],1509230487584
350,[65344 65688 77800],[68330 55668 68918],1509230487594
351,[65351 65689 77801],[68327 55667 68917],1509230487605
352,[65346 65688 77800],[68332 55667 68918],1509230487615
353,[65351 65688 77802],[68326 55668 68918],1509230487625
354,[65342 65687 77800],[68333 55668 68918],1509230487634
355,[65351 65689 77800],[68326 55668 68919],1509230487644
356,[65353 65688 77799],[68327 55668 68918],1509230487655
357,[65343 65689 77800],[68332 55667 68918],1509230487665
358,[65345 65688 77800],[68331 55668 68918],1509230487674
359,[65343 65689 77801],[68330 55667 68918],1509230487684
360,[65343 65688 77800],[68332 55668 68917],1509230487694
361,[65345 65689 77800],[68330 55668 68918],1509230487705
362,[65354 65688 77800],[68326 55667 68918],1509230487715
363,[65352 65688 77800],[68325 55668 68918],1509230487725
364,[65351 65687 77800],[68326 55667 68918],1509230487735
365,[65344 65688 77800],[68331 55667 68918],1509230487745
366,[65350 65689 77800],[68326 55667 68918],1509230487754
367,[65352 65688 77801],[68326 55667 68918],1509230487765
368,[65351 65687 77799],[68327 55667 68918],1509230487774
369,[65341 65688 77801],[68333 55668 68918],1509230487784
370,[65352 65688 77799],[68326 55667 68918],1509230487794
371,[65344 65688 77799],[68333 55667 68918],1509230487804
372,[65343 65688 77800],[68332 55667 68918],1509230487815
373,[65352 65687 77801],[68327 55668 68918],1509230487825
374,[65351 65688 77798],[68326 55668 68918],1509230487834
375,[65353 65689 77798],[68326 55668 68918],1509230487845
376,[65344 65689 77800],[68332 55668 68918],1509230487854
377,[65351 65688 77801],[68327 55667 68918],1509230487864
378,[65345 65688 77801],[68330 55667 68917],1509230487874
379,[65344 65688 77800],[68331 55668 68918],1509230487884
380,[65346 65689 77800],[68333 55667 68918],1509230487894
381,[65343 65688 77799],[68331 55667 68918],1509230487905
382,[65342 65688 77800],[68332 55668 68917],1509230487916
383,[65352 65687 77799],[68327 55668 68919],1509230487925
384,[65342 65687 77801],[68332 55668 68918],1509230487934
385,[65346 65689 77798],[68332 55668 68918],1509230487945
386,[65346 65688 77800],[68332 55668 68918],1509230487954
387,[65341 65688 77800],[68332 55668 68918],1509230487964
388,[65352 65689 77800],[68327 55668 68918],1509230487974
389,[65344 65688 77801],[68332 55667 68919],1509230487984
390,[65351 65687 77801],[68327 55668 68918],1509230487994
391,[65352 65688 77800],[68326 55667 68918],1509230488006
392,[65345 65689 77800],[68331 55668 68917],1509230488015
393,[65343 65688 77801],[68332 55667 68918],1509230488024
394,[65343 65688 77801],[68331 55667 68919],1509230488035
395,[65344 65688 77800],[68333 55668 68918],1509230488045
396,[65352 65689 77800],[68327 55667 68918],1509230488056
397,[65350 65689 77802],[68328 55668 68918],1509230488064
398,[65349 65688 77800],[68328 55668 68918],1509230488074
399,[65340 65688 77800],[68333 55667 68918],1509230488085
400,[65344 65689 77799],[68332 55668 68919],1509230488095
401,[65346 65688 77800],[68332 55668 68918],1509230488104
402,[65343 65689 77800],[68331 55667 68918],1509230488114
403,[65343 65688 77800],[68332 55668 68918],1509230488125
404,[65350 65688 77799],[68328 55668 68917],1509230488135
405,[65344 65688 77801],[68330 55667 68917],1509230488144
406,[65350 65688 77800],[68327 55667 68918],1509230488155
407,[65345 65688 77801],[68333 55667 68917],1509230488165
408,[65343 65689 77800],[68332 55668 68918],1509230488175
409,[65351 65688 77799],[68325 55667 68919],1509230488185
410,[65353 65688 77800],[68325 55668 68918],1509230488195
411,[65351 65688 77799],[68326 55668 68919],1509230488204
412,[65344 65688 77801],[68333 55667 68919],1509230488214
413,[65342 65689 77800],[68332 55668 68918],1509230488224
414,[65344 65689 77800],[68331 55667 68918],1509230488234
415,[65352 65688 77799],[68326 55668 68918],1509230488244
416,[65343 65688 77799],[68331 55668 68919],1509230488254
417,[65353 65688 77800],[68326 55667 68918],1509230488265
418,[65352 65689 77801],[68326 55668 68919],1509230488274
419,[65344 65689 77800],[68332 55668 68918],1509230488284
420,[65350 65688 77800],[68327 55668 68918],1509230488294
421,[65342 65688 77800],[68329 55668 68918],1509230488304
422,[65353 65689 77800],[68327 55668 68918],1509230488314
423,[65343 65689 77800],[68331 55668 68919],1509230488324
424,[65344 65688 77801],[68332 55668 68918],1509230488334
425,[65353 65689 77800],[68326 55668 68918],1509230488344
426,[65353 65688 77800],[68326 55668 68918],1509230488354
427,[65353 65689 77800],[68326 55668 68918],1509230488365
428,[65351 65688 77800],[68325 55668 68918],1509230488374
429,[65344 65688 77800],[68331 55668 68919],1509230488385
430,[65342 65688 77801],[68332 55668 68918],1509230488396
431,[65343 65689 77800],[68331 55667 68918],1509230488405
432,[65344 65687 77800],[68332 55668 68918],1509230488414
433,[65351 65688 77799],[68327 55668 68918],1509230488424
434,[65342 65687 77800],[68331 55667 68918],1509230488434
435,[65351 65687 77799],[68327 55667 68918],1509230488444
436,[65344 65687 77799],[68331 55668 68919],1509230488454
437,[65353 65687 77800],[68326 55667 68918],1509230488465
438,[65344 65689 77800],[68331 55668 68917],1509230488475
439,[65350 65688 77798],[68324 55668 68918],1509230488484
440,[65343 65687 77800],[68331 55667 68918],1509230488494
441,[65351 65689 77800],[68326 55667 68918],1509230488505
442,[65342 65689 77800],[68331 55668 68919],1509230488514
443,[65350 65687 77800],[68326 55667 68918],1509230488524
444,[65343 65688 77800],[68330 55667 68917],1509230488534
445,[65342 65687 77801],[68331 55667 68918],1509230488545
446,[65344 65688 77800],[68331 55668 68918],1509230488554
447,[65353 65688 77800],[68327 55667 68918],1509230488564
448,[65350 65688 77799],[68327 55667 68918],1509230488574
449,[65343 65688 77800],[68330 55667 68919],1509230488585
450,[65342 65688 77800],[68332 55667 68918],1509230488594
451,[65343 65688 77799],[68330 55667 68918],1509230488604
452,[65353 65689 77800],[68327 55667 68918],1509230488615
453,[65344 65687 77800],[68331 55668 68918],1509230488625
454,[65345 65688 77800],[68330 55667 68918],1509230488635
455,[65344 65688 77800],[68332 55667 68918],1509230488645
456,[65343 65688 77799],[68332 55667 68917],1509230488655
457,[65352 65688 77801],[68327 55667 68919],1509230488665
458,[65353 65688 77799],[68325 55667 68919],1509230488674
459,[65350 65688 77801],[68327 55668 68918],1509230488686
460,[65343 65689 77801],[68331 55668 68918],1509230488703
461,[65344 65687 77800],[68332 55668 68917],1509230488705
462,[65344 65688 77799],[68331 55668 68918],1509230488715
463,[65344 65687 77800],[68331 55667 68917],1509230488724
464,[65343 65688 77800],[68333 55668 68918],1509230488734
465,[65353 65688 77801],[68326 55667 68917],1509230488744
466,[65352 65688 77800],[68326 55667 68917],1509230488754
467,[65341 65687 77799],[68332 55667 68918],1509230488765
468,[65342 65688 77799],[68331 55666 68918],1509230488774
469,[65344 65688 77800],[68332 55667 68917],1509230488785
470,[65343 65689 77801],[68330 55667 68918],1509230488795
471,[65343 65688 77801],[68330 55668 68918],1509230488804
472,[65351 65688 77801],[68327 55667 68918],1509230488815
473,[65343 65688 77801],[68331 55666 68918],1509230488824
474,[65345 65688 77800],[68331 55668 68918],1509230488834
475,[65352 65689 77799],[68325 55667 68919],1509230488845
476,[65350 65689 77800],[68325 55667 68917],1509230488854
477,[65350 65689 77800],[68327 55667 68918],1509230488864
478,[65343 65688 77801],[68331 55667 68918],1509230488874
479,[65345 65689 77801],[68331 55667 68918],1509230488884
480,[65351 65688 77800],[68327 55667 68918],1509230488897
481,[65342 65689 77799],[68332 55667 68918],1509230488904
482,[65343 65688 77801],[68332 55668 68918],1509230488915
483,[65351 65688 77800],[68327 55667 68917],1509230488924
484,[65350 65688 77800],[68326 55667 68918],1509230488935
485,[65344 65689 77799],[68331 55668 68919],1509230488946
486,[65351 65688 77800],[68327 55668 68919],1509230488955
487,[65350 65688 77800],[68326 55668 68918],1509230488964
488,[65351 65689 77800],[68327 55668 68918],1509230488974
489,[65343 65688 77800],[68332 55668 68919],1509230488985
490,[65350 65689 77800],[68326 55667 68917],1509230488994
491,[65344 65689 77799],[68331 55667 68918],1509230489005
492,[65342 65689 77800],[68331 55668 68918],1509230489015
493,[65350 65687 77801],[68327 55667 68919],1509230489024
494,[65353 65688 77799],[68326 55668 68919],1509230489034
495,[65343 65687 77801],[68332 55668 68918],1509230489044
496,[65344 65688 77801],[68331 55668 68917],1509230489054
497,[65341 65688 77800],[68333 55668 68918],1509230489064
498,[65352 65689 77800],[68327 55667 68919],1509230489075
