,x,y,time,ard
4613,[50841 60575 61439 70779],[38774 57488 59568 39014],1509856713533,['2.3065' '2.7676' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4614,[52287 60831 61647 69154],[37986 57255 59428 37753],1509856713533,['1.9888' '2.4639' '-2.4761' '1.2000' '1.7000' '-2.4698\n']
4615,[53903 61069 61869 67058],[37663 57502 59567 37066],1509856713571,['1.6935' '2.1678' '-2.4782' '1.2000' '1.7000' '-2.4698\n']
4616,[61727 62114],[57338 59563],1509856713572,['1.4425' '1.9513' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4617,[61878 62240],[57330 59542],1509856713573,['1.3198' '1.8560' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4618,[55501 61698 62206],[37118 57276 59496],1509856713573,['1.2969' '1.8423' '-2.4695' '1.2000' '1.7000' '-2.4698\n']
4619,[54262 61428 62123 66022],[37508 57308 59486 36586],1509856713619,['1.3028' '1.8561' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4620,[53449 61142 61999 67481],[37691 57264 59433 36961],1509856713620,['1.3149' '1.8639' '-2.4695' '1.2000' '1.7000' '-2.4698\n']
4621,[52862 60956 61864 68562],[37803 57226 59393 37342],1509856713620,['1.3152' '1.8518' '-2.4695' '1.2000' '1.7000' '-2.4698\n']
4622,[52373 60821 61746 69275],[37942 57235 59384 37690],1509856713620,['1.3044' '1.8181' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4623,[51977 60745 61703 69611],[38088 57228 59370 37870],1509856713652,['1.2861' '1.7886' '-2.4695' '1.2000' '1.7000' '-2.4698\n']
4624,[51693 60738 61703 69788],[38221 57220 59366 37977],1509856713654,['1.2692' '1.7612' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4625,[51505 60763 61720 69873],[38333 57220 59372 38045],1509856713655,['1.2550' '1.7454' '-2.4695' '1.2000' '1.7000' '-2.4698\n']
4626,[51400 60747 61734 69897],[38408 57240 59384 38079],1509856713660,['1.2446' '1.7379' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4627,[51390 60762 61732 69884],[38422 57248 59391 38084],1509856713691,['1.2386' '1.7316' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4628,[51436 60782 61739 69858],[38408 57256 59402 38078],1509856713692,['1.2353' '1.7271' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4629,[51541 60786 61751 69806],[38360 57265 59409 38043],1509856713692,['1.2338' '1.7229' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4630,[51687 60850 61776 69746],[38303 57268 59420 38003],1509856713693,['1.2278' '1.7229' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4631,[51866 60938 61806 69677],[38237 57264 59430 37951],1509856713731,['1.2197' '1.7212' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4632,[52020 60912 61825 69537],[38178 57280 59436 37874],1509856713732,['1.2152' '1.7166' '-2.4695' '1.2000' '1.7000' '-2.4698\n']
4633,[52131 60951 61833 69339],[38142 57275 59441 37784],1509856713733,['1.2137' '1.7134' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4634,[52211 61008 61840 69157],[38116 57272 59445 37705],1509856713734,['1.0649' '1.5507' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4635,[52266 61047 61845 69045],[38091 57264 59445 37649],1509856713771,['0.7719' '1.3115' '-2.4694' '1.2000' '1.7000' '-2.4698\n']
4636,[52324 61053 61850 69018],[38066 57265 59446 37629],1509856713772,['0.4760' '1.0370' '-2.4702' '1.2000' '1.7000' '-2.4698\n']
4637,[52364 61032 61852 69023],[38049 57262 59446 37629],1509856713772,['0.2793' '0.9338' '-2.4741' '1.2000' '1.7000' '-2.4698\n']
4638,[52353 60987 61849 69031],[38054 57274 59444 37632],1509856713773,['0.3363' '0.9967' '-2.4802' '1.2000' '1.7000' '-2.4698\n']
