,x,y,time
370,[64273 64653 76709],[67659 55021 68318],1509232144550
371,[64272 64653 76710],[67660 55021 68318],1509232144560
372,[64274 64652 76709],[67659 55021 68318],1509232144570
373,[64273 64652 76710],[67660 55021 68319],1509232144580
374,[64272 64653 76710],[67660 55021 68318],1509232144590
375,[64275 64653 76709],[67659 55020 68319],1509232144600
376,[64273 64652 76712],[67660 55021 68318],1509232144610
377,[64274 64652 76710],[67660 55021 68319],1509232144620
378,[64275 64653 76711],[67659 55021 68318],1509232144630
379,[64272 64653 76710],[67661 55021 68319],1509232144640
380,[64272 64652 76710],[67660 55021 68318],1509232144650
381,[64273 64653 76711],[67660 55021 68318],1509232144660
382,[64273 64654 76710],[67659 55021 68319],1509232144670
383,[64271 64652 76710],[67660 55021 68318],1509232144680
384,[64272 64652 76711],[67659 55021 68318],1509232144690
385,[64273 64652 76711],[67660 55022 68319],1509232144701
386,[64271 64652 76710],[67659 55021 68318],1509232144711
387,[64274 64652 76711],[67659 55021 68319],1509232144721
388,[64274 64652 76711],[67660 55021 68319],1509232144730
389,[64274 64652 76709],[67659 55021 68319],1509232144741
390,[64272 64652 76710],[67660 55021 68319],1509232144750
391,[64275 64653 76710],[67659 55021 68318],1509232144760
392,[64272 64653 76711],[67660 55021 68318],1509232144770
393,[64273 64652 76710],[67658 55021 68318],1509232144780
394,[64273 64653 76711],[67660 55021 68318],1509232144790
395,[64273 64653 76711],[67659 55021 68318],1509232144800
396,[64273 64652 76711],[67660 55021 68318],1509232144810
397,[64274 64652 76711],[67659 55021 68318],1509232144820
398,[64273 64653 76712],[67660 55022 68319],1509232144830
399,[64273 64652 76711],[67659 55021 68319],1509232144840
400,[64273 64652 76710],[67659 55021 68318],1509232144850
401,[64272 64652 76709],[67660 55021 68318],1509232144860
402,[64271 64652 76711],[67659 55021 68319],1509232144870
403,[64273 64653 76709],[67659 55022 68318],1509232144880
404,[64271 64653 76710],[67659 55021 68319],1509232144890
405,[64274 64652 76710],[67659 55021 68319],1509232144900
406,[64273 64652 76711],[67660 55022 68319],1509232144910
407,[64272 64651 76709],[67660 55021 68319],1509232144920
408,[64274 64653 76711],[67660 55021 68318],1509232144930
409,[64274 64652 76710],[67660 55021 68318],1509232144940
410,[64273 64653 76710],[67661 55021 68319],1509232144950
411,[64272 64652 76710],[67660 55021 68319],1509232144960
412,[64271 64652 76710],[67660 55021 68319],1509232144970
413,[64273 64652 76710],[67660 55021 68318],1509232144980
414,[64273 64652 76711],[67659 55021 68319],1509232144990
415,[64273 64652 76708],[67660 55021 68318],1509232145001
416,[64273 64652 76711],[67661 55021 68318],1509232145010
417,[64271 64652 76711],[67660 55021 68319],1509232145020
418,[64272 64652 76711],[67659 55021 68318],1509232145030
419,[64273 64652 76709],[67660 55021 68319],1509232145040
420,[64272 64652 76711],[67660 55021 68318],1509232145050
421,[64274 64653 76710],[67659 55021 68318],1509232145060
422,[64273 64652 76710],[67660 55021 68319],1509232145070
423,[64271 64653 76710],[67659 55021 68318],1509232145080
424,[64274 64653 76710],[67659 55022 68319],1509232145090
425,[64273 64653 76711],[67659 55021 68318],1509232145100
426,[64273 64653 76710],[67659 55021 68318],1509232145111
427,[64272 64652 76710],[67659 55021 68319],1509232145120
428,[64273 64653 76710],[67659 55022 68319],1509232145130
429,[64274 64653 76711],[67660 55021 68318],1509232145141
430,[64273 64652 76709],[67659 55021 68319],1509232145150
431,[64270 64652 76709],[67660 55021 68318],1509232145160
432,[64274 64652 76711],[67659 55021 68318],1509232145170
433,[64274 64652 76711],[67660 55021 68318],1509232145180
434,[64274 64652 76711],[67660 55020 68318],1509232145190
435,[64273 64653 76710],[67660 55022 68318],1509232145200
436,[64272 64652 76711],[67660 55021 68318],1509232145210
