,x,y,time
328,[66281 75739 76734 85768],[43099 35390 69022 43237],1509230779190
329,[65819 75758 76725 86442],[43251 34821 69008 43571],1509230779200
330,[65592 75800 76756 86814],[43391 34436 69005 43751],1509230779210
331,[65426 75820 76760 86985],[43449 34214 69000 43842],1509230779222
332,[65259 75812 76744 87089],[43510 34129 69026 43958],1509230779230
333,[65185 75813 76739 87093],[43545 34145 69043 44001],1509230779240
334,[65229 75811 76744 87020],[43533 34238 69045 43960],1509230779250
335,[65307 75803 76747 86912],[43503 34373 69056 43903],1509230779260
336,[65416 75780 76756 86763],[43460 34532 69068 43820],1509230779270
337,[65561 75753 76767 86592],[43399 34704 69080 43715],1509230779280
338,[65756 75709 76777 86424],[43328 34895 69093 43616],1509230779291
339,[65943 75744 76788 86214],[43265 35128 69103 43502],1509230779300
340,[66090 75722 76795 86018],[43220 35316 69110 43400],1509230779310
341,[66177 75705 76795 85883],[43185 35403 69116 43326],1509230779320
342,[66229 75702 76802 85827],[43160 35422 69114 43291],1509230779330
343,[66260 75713 76805 85820],[43151 35440 69113 43287],1509230779340
344,[66261 75721 76800 85828],[43150 35455 69111 43288],1509230779350
345,[66221 75729 76799 85865],[43160 35419 69106 43305],1509230779360
346,[66161 75716 76795 85934],[43178 35345 69105 43340],1509230779370
347,[66112 75720 76794 85996],[43192 35284 69101 43371],1509230779380
348,[66083 75727 76790 86035],[43205 35268 69098 43395],1509230779390
349,[66057 75732 76789 86068],[43216 35248 69097 43413],1509230779400
350,[66025 75730 76789 86099],[43226 35208 69097 43431],1509230779410
351,[66008 75727 76787 86126],[43231 35179 69098 43442],1509230779422
352,[66012 75734 76788 86134],[43232 35186 69097 43447],1509230779430
353,[66019 75739 76789 86127],[43231 35201 69096 43446],1509230779440
354,[66014 75731 76786 86123],[43231 35195 69098 43443],1509230779450
355,[66010 75724 76789 86118],[43232 35188 69099 43440],1509230779460
356,[66019 75727 76790 86113],[43231 35200 69100 43440],1509230779470
357,[66030 75732 76787 86110],[43227 35213 69099 43439],1509230779480
358,[66027 75732 76788 86109],[43229 35210 69099 43437],1509230779490
359,[66021 75727 76788 86108],[43228 35198 69098 43436],1509230779500
360,[66029 75728 76790 86106],[43225 35204 69097 43433],1509230779510
361,[66038 75736 76790 86105],[43224 35216 69099 43434],1509230779520
362,[66031 75731 76787 86102],[43226 35213 69101 43434],1509230779530
363,[66020 75721 76788 86099],[43229 35204 69099 43432],1509230779540
364,[66024 75725 76787 86101],[43229 35207 69101 43435],1509230779550
365,[66034 75733 76789 86108],[43224 35213 69099 43436],1509230779560
366,[66031 75735 76788 86110],[43226 35207 69100 43436],1509230779570
