,x,y,time
40,[66510 75801 76644 85571],[42978 35507 69021 43170],1509230662187
41,[65987 75825 76642 86339],[43149 34901 69009 43538],1509230662197
42,[65668 75880 76686 86795],[43287 34446 68996 43745],1509230662207
43,[65475 75873 76735 86990],[43401 34174 68991 43852],1509230662221
44,[65279 75817 76718 87050],[43494 34053 69019 43918],1509230662227
45,[65110 75795 76709 87040],[43562 34045 69031 43977],1509230662239
46,[65105 75774 76708 86936],[43568 34120 69031 43927],1509230662248
47,[65163 75741 76714 86814],[43553 34258 69045 43868],1509230662257
48,[65302 75753 76724 86684],[43500 34439 69058 43793],1509230662268
49,[65507 75780 76737 86565],[43421 34640 69072 43714],1509230662278
50,[65743 75799 76752 86453],[43327 34830 69087 43632],1509230662287
51,[65947 75827 76761 86320],[43244 34993 69102 43547],1509230662298
52,[66080 75808 76767 86120],[43202 35165 69107 43443],1509230662307
53,[66156 75762 76769 85924],[43182 35309 69110 43346],1509230662318
54,[66193 75745 76771 85823],[43168 35366 69112 43295],1509230662327
55,[66224 75752 76775 85829],[43152 35360 69111 43293],1509230662338
56,[66245 75789 76777 85889],[43139 35338 69110 43313],1509230662347
57,[66226 75796 76772 85927],[43146 35321 69106 43332],1509230662358
58,[66167 75782 76768 85957],[43168 35280 69102 43349],1509230662367
59,[66102 75769 76766 86003],[43187 35221 69098 43374],1509230662378
60,[66066 75772 76763 86064],[43198 35171 69097 43406],1509230662387
61,[66052 75788 76761 86106],[43204 35150 69097 43429],1509230662398
62,[66036 75790 76763 86126],[43213 35137 69095 43439],1509230662408
63,[66010 75780 76761 86136],[43222 35117 69093 43444],1509230662419
64,[66002 75779 76762 86142],[43224 35105 69094 43449],1509230662428
65,[66016 75789 76762 86147],[43220 35114 69095 43452],1509230662437
66,[66028 75795 76763 86143],[43217 35128 69096 43449],1509230662447
67,[66025 75783 76762 86129],[43218 35128 69097 43442],1509230662458
68,[66014 75773 76762 86120],[43220 35125 69097 43439],1509230662467
69,[66020 75777 76762 86121],[43219 35130 69097 43439],1509230662477
70,[66030 75787 76764 86132],[43217 35133 69096 43445],1509230662487
71,[66027 75789 76762 86138],[43216 35126 69096 43446],1509230662498
72,[66018 75782 76763 86133],[43220 35122 69095 43444],1509230662508
73,[66018 75781 76760 86131],[43220 35124 69097 43444],1509230662518
74,[66024 75786 76763 86133],[43218 35130 69096 43446],1509230662529
75,[66024 75785 76762 86135],[43218 35126 69096 43446],1509230662537
76,[66017 75776 76763 86126],[43220 35124 69096 43442],1509230662548
77,[66016 75777 76762 86123],[43221 35127 69097 43441],1509230662558
78,[66025 75785 76762 86132],[43218 35129 69098 43445],1509230662567
79,[66030 75792 76764 86139],[43216 35126 69095 43446],1509230662578
80,[66022 75785 76762 86135],[43219 35124 69097 43444],1509230662588
81,[66018 75779 76761 86125],[43221 35128 69097 43442],1509230662598
82,[66020 75780 76761 86127],[43221 35129 69097 43443],1509230662607
83,[66023 75784 76763 86134],[43218 35126 69097 43444],1509230662618
84,[66021 75782 76763 86130],[43219 35125 69097 43444],1509230662627
85,[66018 75779 76762 86127],[43220 35128 69096 43443],1509230662637
86,[66023 75783 76760 86132],[43218 35127 69097 43443],1509230662648
87,[66025 75788 76762 86138],[43217 35124 69097 43446],1509230662658
88,[66024 75785 76763 86135],[43218 35126 69096 43446],1509230662668
89,[66019 75780 76761 86126],[43219 35128 69098 43444],1509230662677
90,[66019 75778 76762 86126],[43220 35127 69097 43442],1509230662688
91,[66022 75782 76764 86133],[43218 35126 69096 43444],1509230662698
92,[66023 75782 76764 86132],[43219 35127 69096 43444],1509230662708
93,[66022 75782 76762 86130],[43219 35127 69097 43444],1509230662718
94,[66021 75783 76762 86132],[43219 35126 69096 43444],1509230662728
95,[66022 75784 76762 86134],[43219 35125 69096 43445],1509230662738
96,[66022 75783 76761 86131],[43219 35126 69097 43444],1509230662748
97,[66021 75781 76761 86129],[43219 35127 69097 43444],1509230662757
98,[66019 75780 76761 86128],[43220 35127 69097 43443],1509230662768
99,[66022 75781 76765 86131],[43218 35126 69096 43444],1509230662778
100,[66023 75783 76761 86131],[43218 35127 69098 43445],1509230662787
101,[66023 75783 76762 86132],[43219 35127 69097 43445],1509230662798
102,[66021 75782 76763 86131],[43220 35125 69096 43444],1509230662808
103,[66019 75781 76763 86131],[43220 35125 69097 43445],1509230662818
104,[66022 75783 76763 86133],[43219 35126 69097 43445],1509230662827
105,[66023 75783 76762 86132],[43218 35127 69097 43444],1509230662838
106,[66021 75781 76764 86130],[43219 35126 69096 43444],1509230662848
107,[66021 75781 76763 86129],[43219 35127 69097 43443],1509230662857
108,[66023 75782 76763 86131],[43218 35127 69097 43444],1509230662867
109,[66023 75784 76763 86134],[43219 35126 69097 43445],1509230662877
110,[66020 75782 76763 86132],[43219 35125 69096 43444],1509230662887
111,[66020 75781 76764 86131],[43220 35125 69096 43444],1509230662899
112,[66023 75783 76763 86132],[43219 35127 69097 43444],1509230662908
113,[66023 75784 76760 86133],[43218 35126 69098 43444],1509230662917
114,[66022 75782 76763 86130],[43218 35126 69097 43443],1509230662927
115,[66019 75780 76764 86128],[43218 35127 69096 43443],1509230662937
116,[66021 75781 76764 86130],[43219 35126 69096 43443],1509230662948
117,[66022 75783 76763 86133],[43218 35126 69097 43444],1509230662958
118,[66022 75783 76762 86134],[43219 35125 69097 43444],1509230662968
119,[66021 75782 76761 86132],[43219 35126 69098 43444],1509230662978
120,[66022 75783 76763 86132],[43218 35125 69097 43444],1509230662987
121,[66022 75783 76762 86131],[43217 35126 69098 43444],1509230663006
122,[66022 75782 76763 86131],[43219 35127 69097 43443],1509230663007
123,[66021 75780 76763 86129],[43218 35126 69097 43442],1509230663017
124,[66020 75781 76763 86130],[43219 35126 69097 43443],1509230663027
125,[66022 75783 76763 86133],[43218 35126 69098 43445],1509230663037
126,[66023 75784 76762 86134],[43218 35126 69098 43445],1509230663047
127,[66022 75783 76764 86135],[43218 35126 69096 43444],1509230663058
128,[66021 75782 76763 86132],[43218 35125 69097 43443],1509230663067
129,[66022 75781 76762 86131],[43219 35126 69098 43444],1509230663077
130,[66022 75781 76762 86130],[43218 35127 69098 43443],1509230663087
131,[66021 75781 76763 86129],[43218 35127 69097 43442],1509230663098
132,[66021 75781 76761 86131],[43219 35126 69099 43443],1509230663108
133,[66022 75783 76762 86133],[43218 35126 69098 43444],1509230663118
134,[66023 75784 76765 86132],[43219 35126 69096 43444],1509230663128
135,[66022 75783 76764 86133],[43219 35126 69097 43444],1509230663138
136,[66022 75782 76762 86132],[43219 35126 69097 43443],1509230663148
137,[66020 75781 76765 86130],[43219 35127 69096 43443],1509230663158
138,[66021 75781 76761 86129],[43219 35127 69098 43444],1509230663168
139,[66021 75781 76764 86131],[43220 35127 69096 43444],1509230663178
140,[66023 75783 76764 86131],[43219 35126 69096 43445],1509230663188
141,[66022 75782 76764 86133],[43219 35127 69097 43445],1509230663197
142,[66022 75783 76762 86132],[43219 35127 69097 43445],1509230663207
143,[66024 75781 76763 86130],[43217 35128 69097 43444],1509230663219
144,[66022 75781 76764 86130],[43219 35128 69097 43444],1509230663228
145,[66020 75780 76764 86128],[43219 35128 69096 43443],1509230663238
146,[66021 75781 76765 86129],[43218 35127 69097 43445],1509230663247
147,[66022 75782 76764 86131],[43218 35127 69096 43446],1509230663257
148,[66024 75783 76763 86132],[43218 35127 69097 43445],1509230663267
149,[66022 75782 76762 86131],[43218 35126 69097 43445],1509230663277
150,[66021 75782 76763 86131],[43218 35126 69096 43444],1509230663288
151,[66022 75782 76763 86132],[43217 35126 69097 43443],1509230663298
152,[66023 75782 76763 86132],[43218 35127 69097 43444],1509230663308
153,[66022 75782 76765 86129],[43218 35126 69096 43443],1509230663317
154,[66022 75782 76764 86129],[43218 35126 69097 43444],1509230663327
155,[66022 75782 76764 86132],[43218 35126 69096 43443],1509230663337
156,[66023 75783 76763 86132],[43218 35126 69097 43443],1509230663347
157,[66021 75783 76764 86132],[43218 35126 69096 43444],1509230663357
158,[66021 75783 76761 86133],[43219 35126 69098 43444],1509230663368
159,[66022 75782 76764 86132],[43219 35125 69096 43444],1509230663377
160,[66022 75782 76764 86131],[43218 35126 69097 43444],1509230663388
161,[66023 75781 76762 86130],[43219 35127 69098 43444],1509230663398
162,[66021 75781 76763 86130],[43218 35127 69096 43443],1509230663407
163,[66021 75782 76763 86130],[43218 35126 69098 43445],1509230663417
164,[66022 75783 76764 86132],[43219 35126 69097 43445],1509230663428
165,[66021 75783 76765 86133],[43219 35126 69097 43445],1509230663437
166,[66021 75782 76765 86131],[43218 35127 69096 43444],1509230663447
167,[66022 75782 76763 86132],[43219 35127 69097 43444],1509230663457
168,[66022 75782 76764 86131],[43218 35127 69096 43443],1509230663467
169,[66021 75781 76761 86131],[43219 35127 69098 43443],1509230663478
170,[66021 75781 76763 86130],[43219 35127 69098 43444],1509230663488
171,[66023 75782 76762 86131],[43217 35126 69098 43443],1509230663497
172,[66025 75783 76762 86133],[43217 35127 69098 43443],1509230663507
173,[66024 75783 76764 86132],[43218 35128 69097 43444],1509230663518
174,[66022 75782 76764 86130],[43219 35127 69096 43444],1509230663528
175,[66021 75781 76763 86129],[43218 35127 69096 43444],1509230663538
176,[66022 75782 76764 86131],[43218 35127 69097 43444],1509230663548
177,[66022 75781 76763 86131],[43218 35127 69097 43445],1509230663558
178,[66021 75781 76763 86130],[43219 35127 69097 43443],1509230663567
179,[66021 75782 76762 86130],[43218 35126 69098 43444],1509230663577
180,[66022 75783 76763 86133],[43219 35126 69098 43445],1509230663587
181,[65782 75772 76775 86386],[43418 35093 69179 43712],1509230663597
182,[65648 75795 76751 86657],[43412 34758 69136 43816],1509230663607
183,[65278 75827 76741 87085],[43567 34284 69132 44093],1509230663618
184,[64845 75840 76721 87488],[43751 33669 69117 44368],1509230663628
185,[64444 75838 76701 87876],[43924 32869 69105 44647],1509230663638
186,[64128 75888 76684 88209],[44056 31926 69097 44889],1509230663649
187,[63908 75930 76671 88425],[44149 30924 69086 45052],1509230663658
188,[63775 75956 76665 88516],[44213 29895 69080 45130],1509230663668
189,[63737 75981 76664 88511],[44229 28792 69076 45129],1509230663678
190,[63807 76017 76669 88429],[44184 27612 69076 45058],1509230663688
191,[63975 76081 76678 88256],[44095 26404 69080 44919],1509230663698
192,[64227 76111 76692 87995],[43976 25206 69083 44720],1509230663708
193,[64567 76138 76711 87648],[43828 23990 69094 44462],1509230663718
194,[65019 76167 76735 87210],[43633 22715 69110 44157],1509230663728
195,[65613 76212 76761 86679],[43391 21382 69134 43804],1509230663738
196,[66361 76280 76791 86037],[43096 20011 69148 43392],1509230663751
197,[67260 76314 76819 85248],[42767 18628 69152 42934],1509230663757
198,[68307 76338 76838 84307],[42404 17245 69143 42428],1509230663768
199,[69408 76368 76840 83338],[42033 15949 69050 41881],1509230663777
200,[69630 76416 76588 83065],[41078 14848 68216 40983],1509230663787
201,[68720 76160 76482 83785],[39464 66461 13948 39652],1509230663798
202,[67848 75568 76546 84390],[37812 64771 13182 38463],1509230663808
203,[67880 74956 76625 84058],[37136 64267 12473 38012],1509230663818
204,[68647 74595 76585 83077],[37253 64660 11844 37995],1509230663827
205,[69186 74754 76511 82517],[37338 64774 11367 37793],1509230663837
206,[68463 75372 76401 83512],[36547 63643 11127 36888],1509230663849
207,[66324 76392 76411 86135],[34204 60217 11159 34499],1509230663858
208,[64747 76481 77388 88214],[31031 11311 55902 31104],1509230663868
209,[64331 76546 78099 89010],[28096 11536 52356 27739],1509230663877
210,[64576 76591 78523 88957],[26252 11799 50401 25493],1509230663888
211,[64730 76640 78683 88762],[25797 12114 49919 24822],1509230663898
212,[64681 76526 78511 88665],[26167 12532 50274 25208],1509230663908
213,[64580 76446 78103 88636],[26634 13034 50910 26017],1509230663917
214,[64579 76381 77637 88585],[27014 13661 51567 26806],1509230663928
215,[64624 76343 77263 88508],[27344 14444 52138 27505],1509230663937
216,[64717 76329 77041 88421],[27727 15370 52716 28157],1509230663948
217,[64818 76323 76977 88340],[28339 16343 53420 28843],1509230663958
218,[64855 76304 77013 88272],[29179 17361 54278 29634],1509230663967
219,[64874 76284 77085 88225],[30227 18497 55308 30598],1509230663977
220,[64905 76249 77129 88197],[31406 19760 56473 31709],1509230663988
221,[64920 76216 77142 88185],[32678 21149 57758 32980],1509230663997
222,[64926 76234 77112 88165],[34063 22638 59199 34434],1509230664008
223,[64901 76168 77025 88094],[35577 24257 60754 36025],1509230664018
224,[64846 76078 76917 88000],[37214 26003 62413 37723],1509230664028
225,[64771 76034 76787 87899],[38941 27863 64168 39542],1509230664037
226,[64706 75960 76652 87791],[40762 29853 66022 41458],1509230664048
227,[64622 75860 76534 87688],[42704 31927 67978 43469],1509230664057
228,[64750 75753 76557 87293],[43843 34041 69144 44483],1509230664067
229,[66594 75698 76623 85313],[43073 35877 69171 43250],1509230664077
230,[69165 75671 76779 82527],[42398 37376 69299 42134],1509230664088
231,[70483 75778 76877],[42052 38020 69360],1509230664098
232,[70207 75545 76792],[42047 37750 69256],1509230664108
233,[68752 75687 76702 82412],[42410 37199 69211 42041],1509230664118
234,[67612 75613 76649 84044],[42694 36545 69142 42599],1509230664128
235,[66814 75767 76592 85194],[42868 35817 69062 43039],1509230664138
236,[66218 75818 76564 86018],[43049 35225 69029 43441],1509230664147
237,[65841 75896 76550 86536],[43172 34758 69009 43698],1509230664158
238,[65593 75925 76549 86840],[43259 34441 69000 43871],1509230664168
239,[65430 75893 76542 86993],[43330 34275 68999 44011],1509230664177
240,[65350 75862 76539 87033],[43375 34223 69007 44058],1509230664188
241,[65337 75831 76538 86991],[43393 34267 69015 44064],1509230664197
242,[65373 75810 76537 86893],[43391 34373 69028 44026],1509230664208
243,[65443 75774 76544 86750],[43371 34509 69039 43949],1509230664218
244,[65541 75736 76548 86594],[43342 34661 69056 43865],1509230664232
245,[65703 75729 76561 86438],[43283 34825 69068 43762],1509230664238
246,[65922 75756 76573 86344],[43208 35003 69083 43701],1509230664247
247,[66139 75811 76583 86275],[43130 35145 69095 43644],1509230664257
248,[66267 75834 76592 86183],[43085 35235 69100 43579],1509230664268
249,[66302 75791 76594 86063],[43074 35309 69101 43521],1509230664278
250,[66297 75749 76594 85971],[43079 35354 69100 43481],1509230664288
251,[66275 75741 76592 85954],[43082 35350 69095 43472],1509230664297
252,[66259 75749 76589 85999],[43084 35314 69093 43489],1509230664307
253,[66253 75770 76586 86082],[43083 35269 69091 43526],1509230664317
254,[66228 75793 76587 86143],[43091 35227 69089 43556],1509230664328
255,[66188 75786 76582 86169],[43102 35196 69085 43570],1509230664338
256,[66140 75770 76581 86182],[43123 35170 69085 43582],1509230664349
257,[66110 75759 76580 86189],[43128 35146 69080 43585],1509230664357
258,[66109 75766 76583 86204],[43131 35141 69083 43595],1509230664367
259,[66128 75775 76583 86213],[43124 35147 69082 43598],1509230664378
260,[66131 75777 76585 86205],[43127 35157 69085 43596],1509230664388
261,[66132 75769 76582 86190],[43123 35158 69084 43587],1509230664397
262,[66134 75767 76582 86184],[43125 35166 69087 43586],1509230664408
263,[66141 75768 76584 86180],[43122 35170 69085 43584],1509230664418
264,[66142 75768 76583 86179],[43124 35173 69088 43584],1509230664428
265,[66140 75767 76582 86178],[43122 35170 69086 43581],1509230664438
266,[66137 75769 76582 86182],[43124 35165 69087 43585],1509230664447
267,[66140 75771 76581 86186],[43122 35167 69087 43586],1509230664457
268,[66140 75770 76584 86185],[43122 35167 69085 43586],1509230664467
269,[66140 75770 76583 86186],[43121 35167 69086 43585],1509230664477
270,[66137 75769 76583 86185],[43125 35164 69088 43587],1509230664488
271,[66136 75765 76583 86181],[43124 35168 69086 43584],1509230664497
272,[66134 75765 76584 86177],[43126 35171 69087 43584],1509230664508
273,[66138 75767 76582 86183],[43122 35167 69086 43584],1509230664519
274,[66142 75771 76583 86188],[43120 35165 69086 43586],1509230664528
275,[66142 75770 76582 86184],[43121 35168 69087 43585],1509230664538
276,[66135 75767 76584 86179],[43125 35169 69086 43584],1509230664548
277,[66138 75767 76579 86166],[43120 35174 69085 43578],1509230664558
278,[66149 75764 76584 86158],[43117 35181 69085 43571],1509230664568
279,[66157 75765 76585 86165],[43117 35185 69088 43575],1509230664577
280,[66158 75767 76582 86160],[43116 35186 69089 43572],1509230664587
281,[66151 75765 76582 86157],[43119 35186 69088 43571],1509230664598
282,[66147 75767 76589 86162],[43122 35184 69089 43576],1509230664608
283,[66152 75768 76587 86169],[43117 35177 69084 43573],1509230664618
284,[66146 75769 76588 86170],[43120 35176 69086 43577],1509230664629
285,[66141 75765 76584 86169],[43121 35174 69086 43577],1509230664638
286,[66140 75765 76584 86168],[43123 35175 69088 43576],1509230664648
287,[66146 75766 76583 86170],[43120 35175 69087 43576],1509230664657
288,[66150 75767 76584 86169],[43117 35179 69086 43576],1509230664667
289,[66152 75769 76585 86167],[43118 35180 69086 43575],1509230664678
290,[66149 75768 76585 86167],[43121 35180 69088 43576],1509230664688
291,[66150 75766 76583 86164],[43118 35180 69088 43574],1509230664697
292,[66147 75767 76585 86167],[43121 35179 69088 43574],1509230664708
293,[66148 75766 76587 86167],[43118 35178 69085 43575],1509230664718
294,[66145 75766 76585 86168],[43122 35177 69087 43576],1509230664729
295,[66147 75766 76585 86167],[43119 35177 69086 43575],1509230664738
296,[66147 75768 76587 86169],[43121 35178 69087 43577],1509230664747
297,[66149 75768 76584 86169],[43118 35178 69086 43576],1509230664758
298,[66150 75767 76585 86169],[43117 35178 69085 43576],1509230664767
299,[66149 75766 76585 86165],[43119 35178 69087 43575],1509230664777
300,[66142 75766 76585 86164],[43125 35180 69090 43576],1509230664788
301,[66146 75764 76585 86165],[43119 35178 69087 43573],1509230664799
302,[66147 75766 76583 86170],[43121 35177 69088 43576],1509230664807
303,[66146 75767 76585 86169],[43119 35176 69086 43576],1509230664818
304,[66143 75766 76585 86168],[43122 35177 69087 43576],1509230664828
305,[66147 75765 76585 86167],[43119 35177 69086 43576],1509230664837
306,[66146 75768 76585 86170],[43121 35177 69087 43576],1509230664848
307,[66149 75767 76587 86167],[43118 35178 69086 43576],1509230664857
308,[66146 75766 76585 86166],[43120 35178 69088 43576],1509230664867
309,[66146 75766 76585 86164],[43119 35178 69087 43575],1509230664877
310,[66143 75767 76586 86167],[43124 35179 69091 43576],1509230664888
311,[66145 75763 76586 86164],[43120 35175 69086 43572],1509230664897
312,[66142 75766 76585 86168],[43121 35175 69088 43576],1509230664907
313,[66146 75768 76585 86171],[43120 35174 69087 43578],1509230664917
314,[66148 75767 76583 86172],[43118 35176 69087 43577],1509230664928
315,[66149 75766 76584 86167],[43117 35178 69086 43575],1509230664939
316,[66148 75767 76587 86164],[43120 35180 69087 43574],1509230664947
317,[66149 75765 76586 86163],[43120 35181 69087 43573],1509230664958
318,[66147 75765 76585 86164],[43120 35180 69088 43575],1509230664968
319,[66149 75766 76586 86164],[43119 35179 69086 43574],1509230664978
320,[66149 75766 76583 86167],[43118 35178 69086 43575],1509230664988
321,[66149 75767 76587 86168],[43119 35178 69085 43576],1509230664997
322,[66146 75767 76585 86167],[43121 35179 69088 43576],1509230665008
323,[66148 75765 76584 86166],[43119 35178 69087 43574],1509230665018
324,[66146 75766 76585 86166],[43119 35179 69088 43575],1509230665028
325,[66148 75765 76584 86167],[43119 35178 69087 43574],1509230665038
326,[66144 75766 76585 86165],[43121 35178 69088 43575],1509230665047
327,[66146 75765 76583 86166],[43119 35178 69087 43575],1509230665058
328,[66141 75767 76587 86168],[43124 35178 69089 43577],1509230665068
329,[66147 75764 76585 86167],[43118 35174 69086 43573],1509230665078
330,[66144 75768 76587 86171],[43121 35175 69087 43577],1509230665087
331,[66146 75768 76584 86172],[43119 35177 69087 43577],1509230665098
332,[66145 75765 76586 86169],[43120 35177 69087 43577],1509230665108
333,[66147 75765 76586 86163],[43119 35178 69087 43575],1509230665118
334,[66148 75764 76584 86164],[43118 35178 69087 43574],1509230665128
335,[66151 75766 76586 86167],[43118 35180 69086 43575],1509230665138
336,[66147 75768 76584 86168],[43120 35179 69089 43577],1509230665148
337,[66147 75765 76584 86166],[43119 35178 69087 43575],1509230665157
338,[66145 75766 76584 86167],[43121 35177 69088 43576],1509230665168
339,[66147 75766 76584 86167],[43118 35177 69087 43575],1509230665178
340,[66146 75766 76584 86168],[43118 35178 69086 43575],1509230665190
341,[66148 75765 76581 86166],[43119 35178 69089 43575],1509230665197
342,[66144 75765 76587 86165],[43121 35179 69087 43576],1509230665208
343,[66147 75766 76586 86167],[43118 35178 69086 43576],1509230665217
344,[66147 75767 76587 86168],[43120 35177 69087 43576],1509230665227
345,[66146 75766 76585 86167],[43119 35177 69086 43575],1509230665237
346,[66145 75766 76586 86166],[43121 35177 69087 43576],1509230665248
347,[66147 75765 76584 86164],[43119 35178 69087 43575],1509230665257
348,[66148 75765 76586 86167],[43118 35178 69087 43575],1509230665267
349,[66149 75765 76586 86167],[43118 35178 69086 43575],1509230665277
350,[66145 75766 76587 86166],[43121 35178 69088 43575],1509230665287
351,[66145 75765 76584 86165],[43119 35177 69087 43574],1509230665297
352,[66146 75766 76586 86167],[43120 35178 69087 43575],1509230665308
353,[66147 75766 76585 86168],[43118 35177 69086 43576],1509230665317
354,[66144 75765 76587 86167],[43120 35177 69087 43576],1509230665327
355,[66145 75764 76584 86165],[43118 35178 69087 43574],1509230665338
356,[66147 75765 76584 86166],[43118 35177 69088 43574],1509230665348
357,[66149 75766 76583 86166],[43116 35178 69087 43573],1509230665358
358,[66149 75765 76586 86165],[43119 35179 69088 43575],1509230665368
359,[66146 75764 76584 86163],[43119 35179 69088 43574],1509230665378
360,[66141 75766 76586 86166],[43123 35178 69089 43576],1509230665390
361,[66145 75764 76585 86168],[43119 35175 69087 43574],1509230665399
362,[66143 75768 76586 86170],[43120 35174 69088 43578],1509230665408
363,[66145 75766 76584 86169],[43118 35174 69087 43576],1509230665418
364,[66144 75764 76584 86167],[43119 35176 69087 43575],1509230665429
365,[66147 75764 76583 86165],[43119 35177 69087 43575],1509230665438
366,[66147 75766 76585 86166],[43120 35178 69088 43575],1509230665448
367,[66149 75765 76583 86165],[43118 35178 69088 43575],1509230665459
368,[66147 75765 76587 86165],[43120 35177 69087 43575],1509230665468
369,[66148 75765 76585 86166],[43119 35178 69087 43574],1509230665477
370,[66148 75766 76585 86168],[43117 35177 69087 43575],1509230665487
371,[66149 75767 76585 86168],[43118 35177 69088 43575],1509230665498
372,[66143 75767 76588 86164],[43124 35178 69090 43576],1509230665508
373,[66147 75763 76587 86163],[43119 35177 69087 43573],1509230665517
374,[66147 75768 76589 86166],[43120 35177 69087 43576],1509230665528
375,[66149 75769 76585 86170],[43117 35176 69087 43577],1509230665539
376,[65909 75743 76588 86450],[43331 35149 69180 43876],1509230665548
377,[65791 75801 76564 86702],[43306 34817 69128 43957],1509230665558
378,[65397 75829 76545 87133],[43471 34348 69132 44253],1509230665569
379,[64938 75835 76533 87528],[43666 33730 69120 44537],1509230665578
380,[64513 75823 76508 87908],[43844 32925 69105 44820],1509230665588
381,[64172 75877 76493 88222],[43984 31980 69093 45054],1509230665598
382,[63933 75915 76478 88423],[44082 30979 69083 45209],1509230665609
383,[63791 75945 76473 88508],[44148 29951 69073 45289],1509230665618
384,[63747 75964 76469 88502],[44163 28845 69068 45290],1509230665628
385,[63807 76018 76475 88410],[44125 27663 69065 45210],1509230665638
386,[63961 76077 76482 88224],[44047 26442 69071 45059],1509230665649
387,[64201 76100 76494 87951],[43935 25232 69075 44850],1509230665658
388,[64541 76151 76521 87596],[43790 24013 69084 44586],1509230665668
389,[64983 76192 76544 87142],[43607 22739 69102 44274],1509230665677
390,[65572 76235 76570 86583],[43372 21390 69126 43905],1509230665688
391,[66339 76261 76603 85913],[43072 19977 69137 43469],1509230665698
392,[67274 76299 76632 85096],[42733 18536 69144 42985],1509230665708
393,[68349 76363 76657 84132],[42362 17127 69128 42456],1509230665718
394,[69423 76368 76658 83167],[41954 15837 68985 41869],1509230665727
395,[69576 76475 76472 83083],[40899 68031 14740 40867],1509230665738
396,[68650 76155 76548 83929],[39210 66171 13836 39437],1509230665747
397,[67858 75618 76627 84517],[37598 64516 13043 38234],1509230665757
398,[68019 75038 76648 84066],[37008 64143 12276 37831],1509230665768
399,[68830 74708 76636 83008],[37131 64557 11589 37800],1509230665778
400,[69212 74866 76501 82577],[37068 64500 11094 37495],1509230665788
401,[68365 75450 76399 83677],[36176 63229 10839 36508],1509230665797
402,[66252 76412 76446 86266],[33773 59748 10888 34098],1509230665808
403,[64721 76488 77348 88265],[30590 11051 55447 30694],1509230665818
404,[64313 76533 78008 89000],[27660 11235 51948 27356],1509230665827
405,[64553 76555 78400 88927],[25842 11455 50043 25157],1509230665838
406,[64720 76586 78559 88749],[25392 11743 49569 24495],1509230665848
407,[64687 76530 78417 88669],[25749 12158 49901 24859],1509230665857
408,[64606 76431 78070 88653],[26231 12665 50523 25634],1509230665867
409,[64619 76402 77673 88598],[26625 13279 51180 26390],1509230665877
410,[64651 76365 77356 88514],[26971 14052 51737 27059],1509230665888
411,[64723 76324 77147 88404],[27357 14970 52294 27669],1509230665898
